идентификатор ZINC	название	SMILES формула	мол. вес, г/моль	LogP	брутто-формула	число колец	число тяжелых атомов	число гетероатомов	pH	заряд	число доноров H-связи	число акцепторов H-связи	площадь полярной поверхности, кв. А	число вращающихся связей
ZINC000003860441	Esculin	O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1	340.284	-1.323	C15H16O9	3	24	9	Reference	0	5	9	149	3
ZINC000004216332	Esiclene	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C(C=O)=C[C@]4(C)[C@H]3[C@H](O)C[C@@]21C	344.451	2.585	C21H28O4	4	25	4						
ZINC000000007295	Eslicarbazepine	CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21	296.326	3.064	C17H16N2O3	3	22	5	Reference	0	1	3	72	1
ZINC000000968310	Esmirtazapine	CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1	265.36	2.479	C17H19N3	4	20	3	Reference	1	0	3	19	0
ZINC000000896523	Esmolol	COC(=O)CCc1ccc(OC[C@@H](O)CNC(C)C)cc1	295.379	1.53	C16H25NO4	1	21	5	Reference	1	2	4	72	9
ZINC000000000257	Esmolol	COC(=O)CCc1ccc(OC[C@H](O)CNC(C)C)cc1	295.379	1.53	C16H25NO4	1	21	5	Reference	1	2	4	72	9
ZINC000000001370	Estazolam	Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2	294.745	3.272	C16H11ClN4	4	21	5	Reference	0	0	4	43	1
ZINC000004099035	Estradiol	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	448.512	1.526	C24H32O8	5	32	8	Reference	-1	4	8	139	3
ZINC000003876078	Estradiol	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1	396.571	6.131	C26H36O3	5	29	3	Reference	0	1	3	46	4
ZINC000004096817	Estradiol	C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	448.512	1.175	C24H32O8	5	32	8	Reference	-1	4	8	139	3
ZINC000012496781	Estradiol	C[C@]12CC[C@@H]3c4ccc(O[C@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	448.512	1.175	C24H32O8	5	32	8	Reference	-1	4	8	139	3
ZINC000003881345	Estradiol	C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	376.496	5.123	C25H28O3	5	28	3	Reference	0	1	3	46	2
ZINC000004099050	Estradiol	C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	528.576	1.002	C24H32O11S	5	36	12	Reference	-2	3	11	185	5
ZINC000003881556	Estradiol	CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C	356.506	5.35	C23H32O3	4	26	3	Reference	0	1	3	46	4
ZINC000002563085	Estradiol	CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12	314.425	3.829	C20H26O3	4	23	3	Reference	0	1	3	46	1
ZINC000004099032	Estramustine	C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	440.411	5.182	C23H31Cl2NO3	4	29	6						
ZINC000013509425	Estrone	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	270.372	3.817	C18H22O2	4	20	2	Reference	0	1	2	37	0
ZINC000004099004	Estrone	C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CCC2=O	446.496	1.383	C24H30O8	5	32	8	Reference	-1	3	8	136	3
ZINC000001873938	Etanidazole	O=C(Cn1ccnc1[N+](=O)[O-])NCCO	214.181	-1.1	C7H10N4O4	1	15	8	Reference	0	2	6	110	5
ZINC000002986592	Eterobarb	CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O	320.345	1.333	C16H20N2O5	2	23	7	Reference	0	0	5	76	6
ZINC000018107429	Ethacridine	CCOc1ccc2nc3cc(N)ccc3c(N)c2c1	253.305	2.951	C15H15N3O	3	19	4	Reference	1	2	3	75	2
ZINC000000001382	Ethacrynate	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	303.141	3.606	C13H12Cl2O4	1	19	6	Reference	-1	0	4	66	6
ZINC000019364219	Ethambutol	CC[C@@H](CO)NCCN[C@@H](CC)CO	204.314	-0.293	C10H24N2O2	0	14	4	Reference	1	4	3	69	9
ZINC000000608359	Ethaverine	CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC	395.499	5.42	C24H29NO4	3	29	5	Reference	0	0	5	49	10
ZINC000012503065	Ethclorvynol	C#C[C@@](O)(/C=C\Cl)CC	144.601	1.513	C7H9ClO	0	9	2						
ZINC000000000267	Ethclorvynol	C#C[C@@](O)(/C=C/Cl)CC	144.601	1.513	C7H9ClO	0	9	2	Reference	0	1	1	20	2
ZINC000000897283	Ethclorvynol	C#C[C@](O)(/C=C/Cl)CC	144.601	1.513	C7H9ClO	0	9	2	Reference	0	1	1	20	2
ZINC000012503063	Ethclorvynol	C#C[C@](O)(/C=C\Cl)CC	144.601	1.513	C7H9ClO	0	9	2	Reference	0	1	1	20	2
ZINC000000001385	Ethinamat	C#CC1(OC(N)=O)CCCCC1	167.208	1.418	C9H13NO2	1	12	3	Reference	0	1	2	52	1
ZINC000065740836	Ethionamide	CCc1cc(C(N)=S=O)ccn1	182.248	0.294	C8H10N2OS	1	12	4						
ZINC000003881635	Ethisterone	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	312.453	3.883	C21H28O2	4	23	2	Reference	0	1	2	37	0
ZINC000004217287	Ethnine	CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	398.503	1.203	C23H30N2O4	6	29	6	Reference	1	2	5	55	4
ZINC000001593302	Ethoheptazine	CCOC(=O)[C@@]1(c2ccccc2)CCCN(C)CC1	261.365	2.603	C16H23NO2	2	19	3	Reference	1	1	2	30	3
ZINC000000000268	Ethoheptazine	CCOC(=O)[C@]1(c2ccccc2)CCCN(C)CC1	261.365	2.603	C16H23NO2	2	19	3	Reference	1	1	2	30	3
ZINC000000897291	Ethotoin	CCN1C(=O)N[C@@H](c2ccccc2)C1=O	204.229	1.299	C11H12N2O2	2	15	4	Reference	0	1	2	49	2
ZINC000000000271	Ethotoin	CCN1C(=O)N[C@H](c2ccccc2)C1=O	204.229	1.299	C11H12N2O2	2	15	4	Reference	0	1	2	49	2
ZINC000000601273	Ethyl	CCOC(=O)[C@@H]1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O	360.772	3.2	C18H14ClFN2O3	3	25	7	Reference	0	1	4	67	3
ZINC000002011625	Ethyl	CCOC(=O)[C@H]1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O	360.772	3.2	C18H14ClFN2O3	3	25	7	Reference	0	1	4	67	3
ZINC000037253587	Ethylenediamine	NCCN	60.1	-1.096	C2H8N2	0	4	2	Reference	1	2	1	53	1
ZINC000005861416	Ethylglucuronide	CCO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	222.193	-2.085	C8H14O7	1	15	7	Reference	-1	3	7	119	3
ZINC000003629718	Ethylmorphine	CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314	313.397	1.891	C19H23NO3	5	23	4	Reference	1	2	3	43	2
ZINC000000001395	Eticlopride	CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O	340.851	2.831	C17H25ClN2O3	2	23	6	Reference	1	3	3	63	6
ZINC000000000276	Etidocaine	CCCN(CC)[C@@H](CC)C(=O)Nc1c(C)cccc1C	276.424	3.752	C17H28N2O	1	20	3	Reference	1	2	1	33	7
ZINC000000896998	Etidocaine	CCCN(CC)[C@H](CC)C(=O)Nc1c(C)cccc1C	276.424	3.752	C17H28N2O	1	20	3	Reference	1	2	1	33	7
ZINC000003830813	Etidronate	CC(O)(P(=O)(O)O)P(=O)(O)O	206.027	-0.992	C2H8O7P2	0	11	9	High pH (8.4)	-4	1	7	146	2
ZINC000001547851	Etiracetam	CC[C@@H](C(N)=O)N1CCCC1=O	170.212	-0.127	C8H14N2O2	1	12	4	Reference	0	1	2	63	3
ZINC000000001402	Etizolam	CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl	342.855	4.204	C17H15ClN4S	4	23	6	Reference	0	0	5	43	2
ZINC000018178475	Etn	O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-]	302.108	-1.443	C4H6N4O12	0	20	16	Reference	0	0	12	209	11
ZINC000095618766	Etodolac	CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OCC3	463.483	0.734	C23H29NO9	4	33	10						
ZINC000095618765	Etodolac	CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OCC3	463.483	0.734	C23H29NO9	4	33	10						
ZINC000077292463	Etodolac	CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OCC3	463.483	0.734	C23H29NO9	4	33	10	Reference	-1	4	9	161	6
ZINC000077292462	Etodolac	CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OCC3	463.483	0.734	C23H29NO9	4	33	10	Reference	-1	4	9	161	6
ZINC000002034516	Etofenamate	O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1	369.339	3.615	C18H18F3NO4	2	26	8	Reference	0	2	5	67	8
ZINC000002019929	Etofibrate	CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1	363.797	3.293	C18H18ClNO5	2	25	7	Reference	0	0	6	74	7
ZINC000026007998	Etoricoxib	Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c[n+]1[O-]	374.849	3.414	C18H15ClN2O3S	3	25	7	Reference	0	0	4	73	3
ZINC000000056721	Etoxzolamide	CCOc1ccc2nc(S(N)(=O)=O)sc2c1	258.324	1.342	C9H10N2O3S2	2	16	7	Reference	0	1	5	82	3
ZINC000053021870	Etozolin	CCOC(=O)/C=C1\S[C@@H](N2CCCCC2)C(=O)N1C	284.381	1.408	C13H20N2O3S	2	19	6	Reference	0	0	5	49	3
ZINC000053021871	Etozolin	CCOC(=O)/C=C1\S[C@H](N2CCCCC2)C(=O)N1C	284.381	1.408	C13H20N2O3S	2	19	6	Reference	0	0	5	49	3
ZINC000083291604	Etozoline	CCOC(=O)/C=C1/S[C@@H](N2CCCCC2)C(=O)N1C	284.381	1.408	C13H20N2O3S	2	19	6	Reference	0	0	5	49	3
ZINC000017110453	Etozoline	CCOC(=O)/C=C1/S[C@H](N2CCCCC2)C(=O)N1C	284.381	1.408	C13H20N2O3S	2	19	6	Reference	0	0	5	49	3
ZINC000003830820	Etretinate	CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C	354.49	5.646	C23H30O3	1	26	3	Reference	0	0	3	35	7
ZINC000000001411	Eugenol	C=CCc1ccc(O)c(OC)c1	164.204	2.129	C10H12O2	1	12	2	Reference	0	1	2	29	3
ZINC000000056427	Eurax	C/C=C/C(=O)N(CC)c1ccccc1C	203.285	2.924	C13H17NO	1	15	2	Reference	0	0	1	20	3
ZINC000012503076	Eurax	C/C=C\C(=O)N(CC)c1ccccc1C	203.285	2.924	C13H17NO	1	15	2	Reference	0	0	1	20	3
ZINC000000010163	Evoxac	C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1	199.319	1.56	C10H17NOS	4	13	3	Reference	1	1	2	13	0
ZINC000001542919	Exalamide	CCCCCCOc1ccccc1C(N)=O	221.3	2.745	C13H19NO2	1	16	3	Reference	0	1	2	52	7
ZINC000012341529	Exisulind	CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1	372.417	4.032	C20H17FO4S	3	26	6	Reference	-1	0	4	74	4
ZINC000001481815	Exjade	O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1	373.368	3.711	C21H15N3O4	4	28	7	Reference	-1	2	7	111	4
ZINC000008215434	Fad	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C	785.557	-2.424	C27H33N9O15P2	6	53	26	Reference	-3	6	23	366	13
ZINC000001530636	Famotidine	N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1	337.456	-0.158	C8H15N7O2S3	1	20	12	Reference	1	6	6	172	7
ZINC000000643070	Famprofazon	CC(C)c1c(CN(C)[C@@H](C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O	377.532	4.362	C24H31N3O	3	28	4	Reference	1	1	3	31	7
ZINC000000607861	Famprofazon	CC(C)c1c(CN(C)[C@H](C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O	377.532	4.362	C24H31N3O	3	28	4	Reference	1	1	3	31	7
ZINC000001548097	Fanapt	COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1	426.488	4.827	C24H27FN2O4	4	31	7	Reference	1	1	5	66	8
ZINC000003959242	Faropenem	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12	285.321	0.374	C12H15NO5S	3	19	7	Reference	-1	1	6	89	3
ZINC000003995807	Faslodex	C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F)[C@@H]3[C@@H]1CC[C@@H]2O	606.782	8.683	C32H47F5O3S	4	41	9	Reference	0	2	3	57	14
ZINC000003995809	Faslodex	C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@@](=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O	606.782	8.683	C32H47F5O3S	4	41	9	Reference	0	2	3	57	14
ZINC000003995811	Faslodex	C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@](=O)CCCC(F)(F)C(F)(F)F)[C@@H]3[C@@H]1CC[C@@H]2O	606.782	8.683	C32H47F5O3S	4	41	9	Reference	0	2	3	57	14
ZINC000003926298	Faslodex	C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@](=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O	606.782	8.683	C32H47F5O3S	4	41	9	Reference	0	2	3	57	14
ZINC000000006486	Fasudil	O=S(=O)(c1cccc2cnccc12)N1CCCNCC1	291.376	1.219	C14H17N3O2S	3	20	6	Reference	1	1	3	66	2
ZINC000001530635	Fcv	CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O	321.337	0.541	C14H19N5O4	2	23	9	Reference	0	1	9	122	7
ZINC000005514227	Febarbamate	CCCCOC[C@@H](CN1C(=O)NC(=O)[C@@](CC)(c2ccccc2)C1=O)OC(N)=O	405.451	1.693	C20H27N3O6	2	29	9						
ZINC000005514225	Febarbamate	CCCCOC[C@@H](CN1C(=O)NC(=O)[C@](CC)(c2ccccc2)C1=O)OC(N)=O	405.451	1.693	C20H27N3O6	2	29	9						
ZINC000004213231	Febarbamate	CCCCOC[C@H](CN1C(=O)NC(=O)[C@@](CC)(c2ccccc2)C1=O)OC(N)=O	405.451	1.693	C20H27N3O6	2	29	9						
ZINC000005514233	Febarbamate	CCCCOC[C@H](CN1C(=O)NC(=O)[C@](CC)(c2ccccc2)C1=O)OC(N)=O	405.451	1.693	C20H27N3O6	2	29	9						
ZINC000000005423	Febuxostat	Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O	316.382	3.723	C16H16N2O3S	2	22	6	Reference	-1	0	6	86	5
ZINC000001530803	Felbatol	NC(=O)OCC(COC(N)=O)c1ccccc1	238.243	0.961	C11H14N2O4	1	17	6	Reference	0	2	4	104	5
ZINC000000002318	Felbinac	O=C(O)Cc1ccc(-c2ccccc2)cc1	212.248	2.981	C14H12O2	2	16	2	Reference	-1	0	2	40	3
ZINC000013307544	Felipressina	CC(C)C(=O)[C@@]1([C@@H](C)CC(=O)O)CC[C@@H](C)C(=O)C1	268.353	2.698	C15H24O4	1	19	4	Reference	-1	0	4	74	5
ZINC000096942201	Felodipine	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl	384.259	3.964	C18H19Cl2NO4	2	25	7	Reference	0	1	5	64	4
ZINC000096942202	Felodipine	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl	384.259	3.964	C18H19Cl2NO4	2	25	7	Reference	0	1	5	64	4
ZINC000003778874	Femara	N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1	285.31	2.659	C17H11N5	3	22	5						
ZINC000000001427	Fenbufen	O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1	254.285	3.401	C16H14O3	2	19	3	Reference	-1	0	3	57	5
ZINC000100037710	Fencamfamin	CCN[C@@H]1[C@H]2CC[C@@H](C2)[C@@H]1c1ccccc1	215.34	3.178	C15H21N	3	16	1						
ZINC000100037714	Fencamfamin	CCN[C@H]1[C@H]2CC[C@@H](C2)[C@@H]1c1ccccc1	215.34	3.178	C15H21N	3	16	1						
ZINC000005065159	Fencamfamin	CCN[C@@H]1[C@@H]2CC[C@@H](C2)[C@@H]1c1ccccc1	215.34	3.178	C15H21N	3	16	1	Reference	1	1	0	16	3
ZINC000005065160	Fencamfamin	CCN[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1c1ccccc1	215.34	3.178	C15H21N	3	16	1	Reference	1	1	0	16	3
ZINC000001481844	Fendiline	C[C@@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1	315.46	5.559	C23H25N	3	24	1	Reference	1	1	0	16	7
ZINC000002019529	Fendiline	C[C@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1	315.46	5.559	C23H25N	3	24	1	Reference	1	1	0	16	7
ZINC000002038451	Fenethylline	C[C@@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C	341.415	0.654	C18H23N5O2	3	25	7	Reference	1	1	6	78	6
ZINC000000000293	Fenethylline	C[C@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C	341.415	0.654	C18H23N5O2	3	25	7	Reference	1	1	6	78	6
ZINC000000000294	Fenfluramine	CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1	231.261	3.246	C12H16F3N	1	16	4	Reference	1	1	0	16	4
ZINC000000001612	Fenfluramine	CCN[C@H](C)Cc1cccc(C(F)(F)F)c1	231.261	3.246	C12H16F3N	1	16	4	Reference	1	1	0	16	4
ZINC000000001984	Fenofibric	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O	318.756	3.813	C17H15ClO4	2	22	5	Reference	-1	0	4	66	5
ZINC000022116608	Fenoldopam	Oc1ccc([C@@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1	305.761	2.734	C16H16ClNO3	3	21	5	Reference	1	4	3	77	1
ZINC000022116612	Fenoldopam	Oc1ccc([C@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1	305.761	2.734	C16H16ClNO3	3	21	5	Reference	1	4	3	77	1
ZINC000000402909	Fenoprofen	C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1	242.274	3.667	C15H14O3	2	18	3	Reference	-1	0	3	49	4
ZINC000000000301	Fenoprofen	C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1	242.274	3.667	C15H14O3	2	18	3	Reference	-1	0	4	77	2
ZINC000036401970	Fenoprofen	C[C@@H](C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(Oc2ccccc2)c1	418.398	1.018	C21H22O9	3	30	9						
ZINC000036401969	Fenoprofen	C[C@H](C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(Oc2ccccc2)c1	418.398	1.018	C21H22O9	3	30	9						
ZINC000000057321	Fenoterol	C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1	303.358	2.058	C17H21NO4	2	22	5	Reference	1	5	4	97	6
ZINC000000057319	Fenoterol	C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1	303.358	2.058	C17H21NO4	2	22	5	Reference	1	5	4	97	6
ZINC000000020252	Fenoterol	C[C@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1	303.358	2.058	C17H21NO4	2	22	5	Reference	1	5	4	97	6
ZINC000000057320	Fenoterol	C[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1	303.358	2.058	C17H21NO4	2	22	5	Reference	1	5	4	97	6
ZINC000002561369	Fenpropidin	C[C@@H](Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1	273.464	4.649	C19H31N	2	20	1	Reference	1	1	0	4	4
ZINC000006036811	Fenpropidin	C[C@H](Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1	273.464	4.649	C19H31N	2	20	1	Reference	1	1	0	4	4
ZINC000001850623	Fenproporex	C[C@@H](Cc1ccccc1)NCCC#N	188.274	2.121	C12H16N2	1	14	2	Reference	1	1	1	40	5
ZINC000001850625	Fenproporex	C[C@H](Cc1ccccc1)NCCC#N	188.274	2.121	C12H16N2	1	14	2	Reference	1	1	1	40	5
ZINC000001846476	Fenquizone	NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](c1ccccc1)NC2=O	337.788	1.842	C14H12ClN3O3S	3	22	8						
ZINC000000000305	Fenquizone	NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](c1ccccc1)NC2=O	337.788	1.842	C14H12ClN3O3S	3	22	8	Reference	0	3	4	101	2
ZINC000000001441	Fenspiride	O=C1NCC2(CCN(CCc3ccccc3)CC2)O1	260.337	1.803	C15H20N2O2	3	19	4	Reference	1	2	2	42	3
ZINC000002522669	Fentanyl	CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	336.479	4.137	C22H28N2O	3	25	3	Reference	1	1	1	24	6
ZINC000000001444	Fentiazac	O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1	329.808	4.758	C17H12ClNO2S	3	22	5	Reference	-1	0	4	53	4
ZINC000000006226	Ferriprox	Cc1c(O)c(=O)ccn1C	139.154	0.399	C7H9NO2	1	10	3	Reference	0	1	3	42	0
ZINC000001552908	Fesoterodine	CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1	411.586	5.381	C26H37NO3	2	30	4	Reference	1	2	3	50	10
ZINC000003824921	Fexofenadine	CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	501.667	5.511	C32H39NO4	4	37	5	Reference	0	3	4	85	10
ZINC000003872566	Fexofenadine	CC(C)(C(=O)O)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	501.667	5.511	C32H39NO4	4	37	5	Reference	0	3	4	85	10
ZINC000003842872	Fimasartan	CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	501.66	4.221	C27H31N7OS	4	36	9	Reference	-1	0	7	90	9
ZINC000003985346	Finafloxacin	N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	398.394	1.222	C20H19FN4O4	5	29	9						
ZINC000001542002	Fingolimod	CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1	307.478	3.204	C19H33NO2	1	22	3	Reference	1	3	2	68	12
ZINC000019632822	Fipexide	O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1	388.851	2.792	C20H21ClN2O4	4	27	7	Reference	0	0	5	51	5
ZINC000000057674	Flavone	O=c1cc(-c2ccccc2)oc2ccccc12	222.243	3.46	C15H10O2	3	17	2	Reference	0	0	2	30	1
ZINC000000608382	Flavoxate	Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O	391.467	4.411	C24H25NO4	4	29	5	Reference	0	0	5	59	5
ZINC000003830842	Flecainide	O=C(NC[C@@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	414.346	3.441	C17H20F6N2O3	2	28	11	Reference	1	2	3	64	7
ZINC000000896543	Flecainide	O=C(NC[C@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	414.346	3.441	C17H20F6N2O3	2	28	11	Reference	1	2	3	64	7
ZINC000003786299	Fleroxacin	CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1	369.343	1.699	C17H18F3N3O3	3	26	9	Reference	-1	0	6	68	4
ZINC000052716421	Flibanserin	O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1	390.409	3.171	C20H21F3N4O	4	28	8	Reference	0	1	4	44	4
ZINC000000156820	Flm	C[C@@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23	261.252	2.346	C14H12FNO3	3	19	5	Reference	-1	0	4	62	1
ZINC000000000315	Flm	C[C@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23	261.252	2.346	C14H12FNO3	3	19	5	Reference	-1	0	4	62	1
ZINC000002014976	Floctafenine	O=C(OC[C@@H](O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12	406.36	3.507	C20H17F3N2O4	3	29	9	Reference	0	3	6	91	6
ZINC000000607872	Floctafenine	O=C(OC[C@H](O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12	406.36	3.507	C20H17F3N2O4	3	29	9	Reference	0	3	6	91	6
ZINC000003875039	Flogos	CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O	438.48	3.566	C24H26N2O6	3	32	8	Reference	-1	0	6	107	10
ZINC000000001454	Flopropione	CCC(=O)c1c(O)cc(O)cc1O	182.175	1.396	C9H10O4	1	13	4	Reference	0	3	4	77	2
